order_id,order_date,product_name,product_category,quantity,unit_price,total_amount,customer_region,customer_country,customer_state,customer_location,sales_channel,customer_type,shipping_method,order_status,profit_margin
644,2023-10-07,女装牛仔裤,女装,11,41.8,459.76,北美,加拿大,安大略省,加拿大 - 安大略省,独立站,老客户,标准配送,已取消,0.17
645,2024-02-14,女装牛仔裤,女装,20,42.48,849.69,北美,墨西哥,普埃布拉州,墨西哥 - 普埃布拉州,Amazon,新客户,经济配送,已取消,0.22
646,2025-05-12,女装牛仔裤,女装,4,78.88,315.53,澳洲,新西兰,奥克兰大区,新西兰 - 奥克兰大区,Amazon,新客户,标准配送,处理中,0.38
647,2023-08-12,女装牛仔裤,女装,29,80.3,2328.77,欧洲,意大利,坎帕尼亚大区,意大利 - 坎帕尼亚大区,eBay,VIP客户,快速配送,已取消,0.32
648,2025-01-01,女装牛仔裤,女装,23,80.79,1858.26,亚洲,马来西亚,槟城州,马来西亚 - 槟城州,Shopify,老客户,经济配送,已完成,0.31
649,2023-07-27,女装牛仔裤,女装,28,72.26,2023.23,亚洲,马来西亚,吉隆坡,马来西亚 - 吉隆坡,Wish,VIP客户,快速配送,处理中,0.35
650,2024-09-06,女装牛仔裤,女装,2,59.26,118.52,欧洲,德国,巴登-符腾堡州,德国 - 巴登-符腾堡州,Wish,老客户,标准配送,已取消,0.38
651,2024-05-15,女装牛仔裤,女装,21,29.22,613.59,北美,墨西哥,墨西哥城,墨西哥 - 墨西哥城,Shopify,VIP客户,标准配送,处理中,0.36
652,2023-11-10,女装牛仔裤,女装,21,63.22,1327.6,欧洲,意大利,伦巴第大区,意大利 - 伦巴第大区,AliExpress,老客户,经济配送,已发货,0.19
653,2024-02-06,女装牛仔裤,女装,1,65.38,65.38,欧洲,西班牙,加泰罗尼亚自治区,西班牙 - 加泰罗尼亚自治区,Shopify,老客户,标准配送,处理中,0.3
654,2024-10-26,女装牛仔裤,女装,1,18.92,18.92,亚洲,日本,爱知县,日本 - 爱知县,Amazon,新客户,经济配送,已取消,0.43
655,2025-01-23,女装牛仔裤,女装,5,66.87,334.37,欧洲,英国,英格兰,英国 - 英格兰,Amazon,VIP客户,标准配送,已取消,0.35
656,2024-11-17,女装牛仔裤,女装,22,64.09,1410.0,北美,美国,加利福尼亚州,美国 - 加利福尼亚州,eBay,VIP客户,标准配送,处理中,0.4
657,2023-10-31,女装牛仔裤,女装,15,57.79,866.79,北美,墨西哥,墨西哥城,墨西哥 - 墨西哥城,Amazon,新客户,快速配送,已发货,0.17
658,2024-02-16,女装牛仔裤,女装,14,38.61,540.6,欧洲,意大利,坎帕尼亚大区,意大利 - 坎帕尼亚大区,Amazon,VIP客户,经济配送,已发货,0.25
659,2024-02-27,女装牛仔裤,女装,25,18.19,454.78,亚洲,韩国,仁川广域市,韩国 - 仁川广域市,Amazon,新客户,快速配送,已发货,0.38
660,2024-01-12,女装牛仔裤,女装,23,40.89,940.58,欧洲,英国,北爱尔兰,英国 - 北爱尔兰,eBay,VIP客户,标准配送,已发货,0.18
661,2025-05-01,女装牛仔裤,女装,20,41.33,826.58,欧洲,英国,英格兰,英国 - 英格兰,Shopify,新客户,标准配送,已完成,0.2
662,2023-10-23,女装牛仔裤,女装,23,60.62,1394.33,南美,阿根廷,科尔多瓦省,阿根廷 - 科尔多瓦省,AliExpress,老客户,经济配送,已发货,0.21
663,2025-05-09,女装牛仔裤,女装,9,51.62,464.54,亚洲,马来西亚,雪兰莪州,马来西亚 - 雪兰莪州,eBay,VIP客户,经济配送,已完成,0.33
664,2024-12-16,女装牛仔裤,女装,20,81.52,1630.42,北美,墨西哥,新莱昂州,墨西哥 - 新莱昂州,独立站,老客户,标准配送,已发货,0.21
665,2025-01-16,女装牛仔裤,女装,4,58.32,233.3,北美,墨西哥,哈利斯科州,墨西哥 - 哈利斯科州,Shopify,VIP客户,经济配送,已发货,0.23
666,2024-02-07,女装牛仔裤,女装,4,70.76,283.05,北美,墨西哥,普埃布拉州,墨西哥 - 普埃布拉州,Shopify,新客户,标准配送,已完成,0.17
667,2024-07-30,女装牛仔裤,女装,14,32.6,456.35,北美,墨西哥,普埃布拉州,墨西哥 - 普埃布拉州,Amazon,新客户,经济配送,已完成,0.43
668,2024-01-20,女装牛仔裤,女装,8,48.95,391.63,北美,美国,纽约州,美国 - 纽约州,eBay,VIP客户,快速配送,处理中,0.28
669,2025-06-16,女装牛仔裤,女装,16,22.71,363.35,北美,美国,纽约州,美国 - 纽约州,eBay,VIP客户,快速配送,已发货,0.26
670,2024-03-05,女装牛仔裤,女装,3,47.97,143.91,北美,加拿大,安大略省,加拿大 - 安大略省,Shopify,新客户,标准配送,已取消,0.2
671,2024-08-09,女装牛仔裤,女装,8,28.59,228.73,北美,加拿大,不列颠哥伦比亚省,加拿大 - 不列颠哥伦比亚省,eBay,老客户,标准配送,已完成,0.36
672,2023-09-23,女装牛仔裤,女装,10,74.62,746.16,澳洲,新西兰,惠灵顿大区,新西兰 - 惠灵顿大区,eBay,老客户,标准配送,处理中,0.33
673,2025-05-07,女装牛仔裤,女装,20,78.39,1567.81,北美,墨西哥,哈利斯科州,墨西哥 - 哈利斯科州,Amazon,老客户,经济配送,已取消,0.41
674,2024-03-01,女装牛仔裤,女装,19,48.14,914.74,欧洲,意大利,坎帕尼亚大区,意大利 - 坎帕尼亚大区,Amazon,VIP客户,快速配送,已发货,0.22
675,2024-10-10,女装牛仔裤,女装,19,30.57,580.8,欧洲,西班牙,加泰罗尼亚自治区,西班牙 - 加泰罗尼亚自治区,Wish,新客户,快速配送,已完成,0.16
676,2024-11-16,女装牛仔裤,女装,31,17.35,537.96,南美,智利,瓦尔帕莱索大区,智利 - 瓦尔帕莱索大区,Shopify,VIP客户,标准配送,已取消,0.3
677,2023-10-17,女装牛仔裤,女装,18,67.72,1218.88,北美,墨西哥,普埃布拉州,墨西哥 - 普埃布拉州,eBay,新客户,快速配送,处理中,0.22
678,2023-10-24,女装牛仔裤,女装,1,48.58,48.58,欧洲,法国,奥弗涅-罗纳-阿尔卑斯大区,法国 - 奥弗涅-罗纳-阿尔卑斯大区,AliExpress,老客户,经济配送,已完成,0.44
679,2024-11-09,女装牛仔裤,女装,28,64.22,1798.14,南美,巴西,米纳斯吉拉斯州,巴西 - 米纳斯吉拉斯州,AliExpress,老客户,经济配送,已完成,0.41
680,2023-10-04,女装牛仔裤,女装,13,77.54,1008.03,澳洲,新西兰,坎特伯雷大区,新西兰 - 坎特伯雷大区,Amazon,老客户,快速配送,处理中,0.36
681,2025-04-11,女装牛仔裤,女装,18,55.27,994.79,亚洲,韩国,首尔特别市,韩国 - 首尔特别市,Wish,老客户,经济配送,已完成,0.3
682,2025-06-13,女装牛仔裤,女装,25,22.77,569.19,北美,加拿大,阿尔伯塔省,加拿大 - 阿尔伯塔省,Wish,新客户,快速配送,处理中,0.2
683,2025-02-15,女装牛仔裤,女装,25,64.65,1616.34,北美,美国,德克萨斯州,美国 - 德克萨斯州,独立站,新客户,经济配送,已完成,0.34
684,2025-03-09,女装牛仔裤,女装,26,67.15,1745.93,亚洲,韩国,仁川广域市,韩国 - 仁川广域市,独立站,老客户,经济配送,已取消,0.23
685,2023-09-26,女装牛仔裤,女装,12,39.17,469.99,澳洲,新西兰,坎特伯雷大区,新西兰 - 坎特伯雷大区,Wish,新客户,快速配送,处理中,0.29
686,2024-08-03,女装牛仔裤,女装,63,80.86,5094.26,欧洲,德国,北莱茵-威斯特法伦州,德国 - 北莱茵-威斯特法伦州,Shopify,新客户,标准配送,已取消,0.42
687,2024-05-14,女装牛仔裤,女装,3,22.66,67.97,欧洲,法国,法兰西岛大区,法国 - 法兰西岛大区,AliExpress,新客户,快速配送,已发货,0.41
688,2025-01-07,女装牛仔裤,女装,21,16.59,348.35,北美,加拿大,马尼托巴省,加拿大 - 马尼托巴省,eBay,老客户,快速配送,已取消,0.28
689,2025-05-14,女装牛仔裤,女装,1,35.41,35.41,亚洲,日本,东京都,日本 - 东京都,eBay,VIP客户,经济配送,处理中,0.27
690,2024-07-09,女装牛仔裤,女装,39,37.84,1475.82,北美,墨西哥,普埃布拉州,墨西哥 - 普埃布拉州,Shopify,老客户,经济配送,已发货,0.42
691,2024-06-01,女装牛仔裤,女装,14,41.03,574.46,北美,加拿大,安大略省,加拿大 - 安大略省,eBay,老客户,快速配送,已取消,0.44
692,2025-04-17,女装牛仔裤,女装,6,64.83,388.96,欧洲,法国,奥弗涅-罗纳-阿尔卑斯大区,法国 - 奥弗涅-罗纳-阿尔卑斯大区,eBay,VIP客户,经济配送,已发货,0.2
693,2023-11-20,女装牛仔裤,女装,2,84.56,169.13,欧洲,西班牙,加泰罗尼亚自治区,西班牙 - 加泰罗尼亚自治区,Shopify,老客户,快速配送,已发货,0.21
694,2025-07-17,女装牛仔裤,女装,3,83.46,250.38,北美,美国,宾夕法尼亚州,美国 - 宾夕法尼亚州,Shopify,VIP客户,标准配送,处理中,0.19
695,2023-08-18,女装牛仔裤,女装,27,68.8,1857.5,北美,加拿大,不列颠哥伦比亚省,加拿大 - 不列颠哥伦比亚省,eBay,新客户,经济配送,处理中,0.34
696,2024-05-21,女装牛仔裤,女装,16,77.72,1243.49,亚洲,泰国,春武里府,泰国 - 春武里府,Wish,VIP客户,快速配送,处理中,0.36
697,2024-11-25,女装牛仔裤,女装,2,24.76,49.52,北美,墨西哥,墨西哥城,墨西哥 - 墨西哥城,独立站,新客户,快速配送,已发货,0.28
698,2023-10-26,女装牛仔裤,女装,11,18.85,207.38,欧洲,英国,苏格兰,英国 - 苏格兰,独立站,新客户,标准配送,已完成,0.31
699,2024-10-22,女装牛仔裤,女装,22,62.01,1364.2,北美,美国,俄亥俄州,美国 - 俄亥俄州,eBay,老客户,快速配送,已完成,0.42
700,2024-07-27,女装牛仔裤,女装,25,40.87,1021.85,欧洲,法国,法兰西岛大区,法国 - 法兰西岛大区,独立站,老客户,快速配送,处理中,0.44
701,2025-02-17,女装牛仔裤,女装,3,30.1,90.3,欧洲,意大利,西西里大区,意大利 - 西西里大区,Shopify,老客户,标准配送,已取消,0.37
702,2024-09-20,女装牛仔裤,女装,5,73.49,367.43,北美,墨西哥,墨西哥城,墨西哥 - 墨西哥城,eBay,新客户,快速配送,已取消,0.45
703,2025-01-11,女装牛仔裤,女装,12,82.21,986.48,北美,加拿大,安大略省,加拿大 - 安大略省,Amazon,老客户,经济配送,处理中,0.27
704,2025-02-12,女装牛仔裤,女装,15,64.72,970.76,北美,美国,佛罗里达州,美国 - 佛罗里达州,eBay,老客户,快速配送,已取消,0.16
705,2024-05-28,女装牛仔裤,女装,19,36.27,689.21,北美,墨西哥,普埃布拉州,墨西哥 - 普埃布拉州,eBay,新客户,标准配送,已发货,0.23
706,2025-05-09,女装牛仔裤,女装,21,48.08,1009.64,南美,智利,比奥比奥大区,智利 - 比奥比奥大区,独立站,老客户,标准配送,已取消,0.42
707,2025-05-14,女装牛仔裤,女装,8,16.99,135.93,北美,加拿大,阿尔伯塔省,加拿大 - 阿尔伯塔省,Amazon,VIP客户,经济配送,处理中,0.32
708,2025-02-22,女装牛仔裤,女装,19,58.96,1120.23,亚洲,马来西亚,吉隆坡,马来西亚 - 吉隆坡,独立站,VIP客户,经济配送,已完成,0.4
709,2024-01-06,女装牛仔裤,女装,21,37.38,784.93,北美,墨西哥,哈利斯科州,墨西哥 - 哈利斯科州,独立站,新客户,标准配送,处理中,0.26
710,2025-05-05,女装牛仔裤,女装,12,18.41,220.92,亚洲,新加坡,新加坡,新加坡 - 新加坡,Wish,新客户,经济配送,已发货,0.38
711,2025-03-28,女装牛仔裤,女装,25,26.7,667.49,亚洲,新加坡,新加坡,新加坡 - 新加坡,AliExpress,老客户,快速配送,处理中,0.18
712,2025-03-08,女装牛仔裤,女装,16,15.9,254.45,欧洲,西班牙,安达卢西亚自治区,西班牙 - 安达卢西亚自治区,独立站,老客户,快速配送,处理中,0.43
713,2024-01-06,女装牛仔裤,女装,4,50.24,200.95,欧洲,英国,英格兰,英国 - 英格兰,Shopify,老客户,标准配送,已完成,0.4
714,2023-08-10,女装牛仔裤,女装,25,63.37,1584.34,欧洲,英国,北爱尔兰,英国 - 北爱尔兰,Wish,VIP客户,快速配送,已发货,0.36
715,2023-08-22,女装牛仔裤,女装,48,30.57,1467.12,北美,墨西哥,哈利斯科州,墨西哥 - 哈利斯科州,AliExpress,新客户,快速配送,已发货,0.21
716,2023-10-12,女装牛仔裤,女装,14,63.36,887.0,澳洲,澳大利亚,新南威尔士州,澳大利亚 - 新南威尔士州,Amazon,老客户,快速配送,已完成,0.21
717,2023-08-26,女装牛仔裤,女装,43,23.32,1002.96,亚洲,新加坡,新加坡,新加坡 - 新加坡,Amazon,老客户,经济配送,已完成,0.38
718,2023-11-27,女装牛仔裤,女装,20,29.38,587.56,南美,巴西,里约热内卢州,巴西 - 里约热内卢州,AliExpress,老客户,标准配送,已完成,0.19
719,2024-05-03,女装牛仔裤,女装,19,39.35,747.62,北美,美国,佛罗里达州,美国 - 佛罗里达州,Wish,VIP客户,标准配送,已完成,0.4
720,2023-08-07,女装牛仔裤,女装,25,28.41,710.21,亚洲,新加坡,新加坡,新加坡 - 新加坡,Wish,新客户,经济配送,已完成,0.43
721,2024-12-21,女装牛仔裤,女装,28,63.87,1788.34,澳洲,澳大利亚,西澳大利亚州,澳大利亚 - 西澳大利亚州,AliExpress,新客户,标准配送,处理中,0.44
722,2024-09-30,女装牛仔裤,女装,7,51.0,356.98,北美,加拿大,安大略省,加拿大 - 安大略省,独立站,新客户,快速配送,已完成,0.31
723,2024-12-12,女装牛仔裤,女装,25,40.29,1007.19,北美,加拿大,马尼托巴省,加拿大 - 马尼托巴省,AliExpress,新客户,标准配送,处理中,0.3
724,2024-08-21,女装牛仔裤,女装,17,66.53,1131.05,亚洲,马来西亚,雪兰莪州,马来西亚 - 雪兰莪州,Wish,老客户,快速配送,已取消,0.21
725,2023-10-03,女装牛仔裤,女装,16,80.74,1291.77,欧洲,法国,奥弗涅-罗纳-阿尔卑斯大区,法国 - 奥弗涅-罗纳-阿尔卑斯大区,Amazon,VIP客户,快速配送,已完成,0.27
726,2025-01-09,女装牛仔裤,女装,22,62.36,1371.84,亚洲,日本,大阪府,日本 - 大阪府,Shopify,老客户,经济配送,已完成,0.37
727,2024-01-12,女装牛仔裤,女装,3,40.46,121.38,北美,美国,宾夕法尼亚州,美国 - 宾夕法尼亚州,eBay,VIP客户,快速配送,已完成,0.22
728,2024-09-30,女装牛仔裤,女装,24,49.94,1198.5,亚洲,泰国,清迈府,泰国 - 清迈府,AliExpress,老客户,快速配送,已取消,0.35
729,2024-09-10,女装牛仔裤,女装,16,50.8,812.78,北美,美国,乔治亚州,美国 - 乔治亚州,Amazon,新客户,快速配送,已取消,0.3
730,2025-04-27,女装牛仔裤,女装,5,66.65,333.23,北美,美国,乔治亚州,美国 - 乔治亚州,AliExpress,新客户,标准配送,已取消,0.33
731,2024-06-22,女装牛仔裤,女装,10,68.21,682.12,北美,墨西哥,普埃布拉州,墨西哥 - 普埃布拉州,Shopify,新客户,快速配送,已取消,0.3
732,2024-04-16,女装牛仔裤,女装,18,39.05,702.96,亚洲,泰国,曼谷,泰国 - 曼谷,Amazon,老客户,标准配送,已取消,0.29
733,2024-08-12,女装牛仔裤,女装,25,17.3,432.5,亚洲,泰国,清迈府,泰国 - 清迈府,AliExpress,新客户,快速配送,已取消,0.19
734,2024-08-25,女装牛仔裤,女装,40,49.34,1973.55,欧洲,西班牙,巴伦西亚自治区,西班牙 - 巴伦西亚自治区,Shopify,VIP客户,标准配送,已完成,0.27
735,2024-12-11,女装牛仔裤,女装,19,82.96,1576.26,欧洲,西班牙,安达卢西亚自治区,西班牙 - 安达卢西亚自治区,独立站,老客户,标准配送,已完成,0.33
736,2023-12-02,女装牛仔裤,女装,14,66.94,937.22,澳洲,澳大利亚,昆士兰州,澳大利亚 - 昆士兰州,Shopify,新客户,快速配送,处理中,0.45
737,2024-09-17,女装牛仔裤,女装,12,18.95,227.42,欧洲,英国,苏格兰,英国 - 苏格兰,eBay,VIP客户,快速配送,已完成,0.42
738,2023-09-29,女装牛仔裤,女装,10,23.01,230.13,亚洲,韩国,首尔特别市,韩国 - 首尔特别市,Wish,老客户,标准配送,已取消,0.35
739,2024-09-28,女装牛仔裤,女装,23,44.48,1023.09,欧洲,德国,下萨克森州,德国 - 下萨克森州,Wish,新客户,快速配送,已取消,0.32
740,2024-06-18,女装牛仔裤,女装,26,49.19,1278.81,欧洲,英国,威尔士,英国 - 威尔士,Shopify,VIP客户,经济配送,处理中,0.2
741,2024-05-25,女装牛仔裤,女装,16,29.12,465.97,欧洲,德国,黑森州,德国 - 黑森州,eBay,老客户,快速配送,已完成,0.24
742,2025-03-02,女装牛仔裤,女装,17,58.72,998.24,北美,美国,纽约州,美国 - 纽约州,Wish,老客户,快速配送,已完成,0.32
743,2025-01-17,女装牛仔裤,女装,16,44.9,718.36,亚洲,新加坡,新加坡,新加坡 - 新加坡,AliExpress,老客户,经济配送,处理中,0.28
744,2025-01-26,女装牛仔裤,女装,12,43.16,517.93,欧洲,西班牙,巴伦西亚自治区,西班牙 - 巴伦西亚自治区,AliExpress,VIP客户,标准配送,已完成,0.34
745,2025-01-02,女装牛仔裤,女装,6,55.38,332.27,北美,美国,乔治亚州,美国 - 乔治亚州,独立站,VIP客户,经济配送,已取消,0.43
746,2025-04-25,女装牛仔裤,女装,2,51.56,103.12,澳洲,新西兰,惠灵顿大区,新西兰 - 惠灵顿大区,eBay,新客户,标准配送,处理中,0.4
747,2024-09-16,女装牛仔裤,女装,11,75.21,827.34,欧洲,德国,北莱茵-威斯特法伦州,德国 - 北莱茵-威斯特法伦州,Shopify,老客户,快速配送,已发货,0.23
748,2025-03-30,女装牛仔裤,女装,9,22.95,206.54,欧洲,英国,英格兰,英国 - 英格兰,eBay,老客户,快速配送,已取消,0.32
749,2024-10-12,女装牛仔裤,女装,18,17.59,316.62,澳洲,澳大利亚,昆士兰州,澳大利亚 - 昆士兰州,eBay,新客户,快速配送,处理中,0.35
750,2024-01-20,女装牛仔裤,女装,28,82.47,2309.02,亚洲,马来西亚,吉隆坡,马来西亚 - 吉隆坡,Amazon,新客户,快速配送,处理中,0.41
751,2024-09-12,女装牛仔裤,女装,12,62.02,744.2,北美,美国,俄亥俄州,美国 - 俄亥俄州,AliExpress,新客户,标准配送,已完成,0.32
752,2024-12-17,女装牛仔裤,女装,4,51.54,206.15,澳洲,新西兰,惠灵顿大区,新西兰 - 惠灵顿大区,Amazon,新客户,经济配送,已完成,0.38
753,2024-06-25,女装卫衣,女装,37,71.41,2642.13,亚洲,韩国,大邱广域市,韩国 - 大邱广域市,eBay,新客户,标准配送,已发货,0.21
754,2024-04-30,女装卫衣,女装,15,43.59,653.79,北美,墨西哥,墨西哥城,墨西哥 - 墨西哥城,Shopify,VIP客户,快速配送,已完成,0.24
755,2024-09-29,女装卫衣,女装,20,82.43,1648.64,北美,美国,宾夕法尼亚州,美国 - 宾夕法尼亚州,Shopify,VIP客户,快速配送,处理中,0.16
756,2025-04-04,女装卫衣,女装,2,73.9,147.81,亚洲,日本,千叶县,日本 - 千叶县,AliExpress,新客户,快速配送,已取消,0.24
757,2025-07-10,女装卫衣,女装,25,62.97,1574.18,亚洲,泰国,春武里府,泰国 - 春武里府,Shopify,老客户,标准配送,已取消,0.43
758,2024-04-10,女装卫衣,女装,10,21.32,213.18,欧洲,英国,威尔士,英国 - 威尔士,eBay,新客户,快速配送,处理中,0.41
759,2025-05-13,女装卫衣,女装,14,70.25,983.53,澳洲,新西兰,奥克兰大区,新西兰 - 奥克兰大区,Shopify,老客户,经济配送,已取消,0.43
760,2024-06-28,女装卫衣,女装,38,79.3,3013.33,亚洲,日本,大阪府,日本 - 大阪府,AliExpress,老客户,经济配送,已完成,0.26
761,2025-03-31,女装卫衣,女装,24,71.94,1726.56,北美,墨西哥,新莱昂州,墨西哥 - 新莱昂州,Shopify,VIP客户,标准配送,已完成,0.34
762,2024-01-28,女装卫衣,女装,25,59.88,1496.92,北美,美国,俄亥俄州,美国 - 俄亥俄州,eBay,VIP客户,快速配送,处理中,0.32
763,2023-11-14,女装卫衣,女装,6,32.47,194.83,北美,墨西哥,哈利斯科州,墨西哥 - 哈利斯科州,Wish,VIP客户,快速配送,处理中,0.29
764,2023-12-07,女装卫衣,女装,9,27.14,244.29,亚洲,泰国,清迈府,泰国 - 清迈府,独立站,新客户,标准配送,已取消,0.26
765,2024-08-29,女装卫衣,女装,27,76.9,2076.41,北美,美国,加利福尼亚州,美国 - 加利福尼亚州,Amazon,VIP客户,经济配送,已发货,0.42
766,2024-11-08,女装卫衣,女装,7,33.32,233.27,欧洲,英国,英格兰,英国 - 英格兰,Shopify,VIP客户,快速配送,处理中,0.19
767,2024-08-03,女装卫衣,女装,14,65.3,914.21,亚洲,马来西亚,槟城州,马来西亚 - 槟城州,AliExpress,老客户,标准配送,已发货,0.36
768,2024-02-04,女装卫衣,女装,10,49.59,495.92,澳洲,澳大利亚,西澳大利亚州,澳大利亚 - 西澳大利亚州,eBay,VIP客户,标准配送,处理中,0.37
769,2024-02-02,女装卫衣,女装,14,27.63,386.76,北美,美国,加利福尼亚州,美国 - 加利福尼亚州,独立站,老客户,标准配送,已取消,0.42
770,2024-08-05,女装卫衣,女装,36,47.07,1694.57,亚洲,日本,爱知县,日本 - 爱知县,eBay,老客户,经济配送,已取消,0.36
771,2025-07-23,女装卫衣,女装,25,66.53,1663.18,北美,加拿大,安大略省,加拿大 - 安大略省,Amazon,VIP客户,标准配送,已完成,0.25
772,2024-03-20,女装卫衣,女装,16,78.58,1257.21,亚洲,泰国,曼谷,泰国 - 曼谷,Amazon,老客户,经济配送,已取消,0.24
773,2024-08-31,女装卫衣,女装,49,54.17,2654.29,北美,墨西哥,哈利斯科州,墨西哥 - 哈利斯科州,独立站,新客户,经济配送,已取消,0.43
774,2024-11-14,女装卫衣,女装,5,21.28,106.38,欧洲,西班牙,巴伦西亚自治区,西班牙 - 巴伦西亚自治区,eBay,老客户,标准配送,处理中,0.16
775,2023-12-01,女装卫衣,女装,16,76.02,1216.28,亚洲,新加坡,新加坡,新加坡 - 新加坡,Shopify,老客户,快速配送,处理中,0.31
776,2024-10-12,女装卫衣,女装,7,84.62,592.34,北美,美国,乔治亚州,美国 - 乔治亚州,Amazon,新客户,标准配送,已完成,0.22
777,2023-08-29,女装卫衣,女装,24,64.42,1546.02,北美,加拿大,安大略省,加拿大 - 安大略省,Shopify,新客户,快速配送,处理中,0.45
778,2025-02-17,女装卫衣,女装,16,47.04,752.69,亚洲,日本,千叶县,日本 - 千叶县,eBay,新客户,快速配送,已完成,0.21
779,2024-05-09,女装卫衣,女装,6,73.45,440.68,亚洲,泰国,清迈府,泰国 - 清迈府,Wish,VIP客户,经济配送,已发货,0.33
780,2023-07-28,女装卫衣,女装,33,27.64,912.11,亚洲,日本,大阪府,日本 - 大阪府,Shopify,VIP客户,标准配送,处理中,0.16
781,2025-06-20,女装卫衣,女装,31,41.15,1275.62,亚洲,日本,神奈川县,日本 - 神奈川县,eBay,新客户,标准配送,已取消,0.4
782,2025-05-29,女装卫衣,女装,16,46.78,748.54,欧洲,法国,法兰西岛大区,法国 - 法兰西岛大区,独立站,新客户,经济配送,已取消,0.25
783,2025-02-25,女装卫衣,女装,5,29.8,148.98,北美,美国,伊利诺伊州,美国 - 伊利诺伊州,独立站,新客户,经济配送,已完成,0.31
784,2025-03-31,女装卫衣,女装,13,21.48,279.22,北美,加拿大,魁北克省,加拿大 - 魁北克省,eBay,老客户,标准配送,已完成,0.41
785,2024-01-06,女装卫衣,女装,17,34.95,594.07,北美,墨西哥,哈利斯科州,墨西哥 - 哈利斯科州,Amazon,老客户,快速配送,已取消,0.37
786,2024-06-05,女装卫衣,女装,40,40.13,1605.32,澳洲,澳大利亚,昆士兰州,澳大利亚 - 昆士兰州,Wish,新客户,快速配送,已取消,0.42
787,2024-11-22,女装卫衣,女装,9,54.41,489.73,欧洲,意大利,伦巴第大区,意大利 - 伦巴第大区,Shopify,老客户,经济配送,已发货,0.28
788,2024-10-02,女装卫衣,女装,3,17.83,53.49,欧洲,法国,奥克西塔尼大区,法国 - 奥克西塔尼大区,AliExpress,新客户,经济配送,已发货,0.43
789,2025-01-13,女装卫衣,女装,21,60.31,1266.42,欧洲,德国,巴登-符腾堡州,德国 - 巴登-符腾堡州,Shopify,老客户,标准配送,已取消,0.24
790,2023-12-01,女装卫衣,女装,22,78.2,1720.47,澳洲,澳大利亚,南澳大利亚州,澳大利亚 - 南澳大利亚州,Shopify,老客户,经济配送,已完成,0.32
791,2023-09-08,女装卫衣,女装,17,22.53,383.08,北美,加拿大,阿尔伯塔省,加拿大 - 阿尔伯塔省,Amazon,老客户,经济配送,处理中,0.26
792,2025-03-14,女装卫衣,女装,3,68.81,206.42,欧洲,德国,巴伐利亚州,德国 - 巴伐利亚州,AliExpress,VIP客户,快速配送,已发货,0.39
793,2024-08-29,女装卫衣,女装,2,76.37,152.75,欧洲,法国,新阿基坦大区,法国 - 新阿基坦大区,Wish,VIP客户,快速配送,已取消,0.34
794,2024-04-20,女装卫衣,女装,15,75.99,1139.91,亚洲,韩国,釜山广域市,韩国 - 釜山广域市,eBay,新客户,经济配送,处理中,0.41
795,2023-11-09,女装卫衣,女装,14,52.41,733.69,北美,美国,俄亥俄州,美国 - 俄亥俄州,Amazon,新客户,标准配送,已取消,0.29
796,2024-09-10,女装卫衣,女装,22,82.61,1817.34,澳洲,新西兰,惠灵顿大区,新西兰 - 惠灵顿大区,Wish,VIP客户,快速配送,已取消,0.39
797,2023-10-21,女装卫衣,女装,5,28.36,141.78,澳洲,澳大利亚,维多利亚州,澳大利亚 - 维多利亚州,Amazon,新客户,快速配送,已发货,0.34
798,2024-10-12,女装卫衣,女装,28,52.7,1475.62,欧洲,德国,巴登-符腾堡州,德国 - 巴登-符腾堡州,Shopify,新客户,快速配送,已取消,0.16
799,2024-01-10,女装卫衣,女装,5,66.71,333.57,亚洲,马来西亚,槟城州,马来西亚 - 槟城州,Shopify,新客户,快速配送,已发货,0.21
800,2025-02-26,女装卫衣,女装,13,18.56,241.34,澳洲,澳大利亚,新南威尔士州,澳大利亚 - 新南威尔士州,AliExpress,VIP客户,快速配送,已取消,0.4
801,2025-03-07,女装卫衣,女装,20,66.18,1323.51,亚洲,新加坡,新加坡,新加坡 - 新加坡,Shopify,老客户,快速配送,已取消,0.22
802,2023-09-24,女装卫衣,女装,18,55.35,996.27,北美,墨西哥,墨西哥城,墨西哥 - 墨西哥城,独立站,VIP客户,快速配送,已取消,0.19
803,2025-04-21,女装卫衣,女装,21,39.27,824.74,欧洲,意大利,伦巴第大区,意大利 - 伦巴第大区,eBay,老客户,经济配送,已发货,0.29
804,2024-10-14,女装卫衣,女装,8,50.53,404.28,亚洲,泰国,清迈府,泰国 - 清迈府,Wish,VIP客户,经济配送,已取消,0.19
805,2024-05-19,女装卫衣,女装,31,82.19,2547.77,欧洲,法国,奥克西塔尼大区,法国 - 奥克西塔尼大区,eBay,VIP客户,标准配送,处理中,0.36
806,2023-10-20,女装卫衣,女装,22,48.8,1073.65,亚洲,韩国,釜山广域市,韩国 - 釜山广域市,eBay,VIP客户,快速配送,已完成,0.39
807,2024-12-10,女装卫衣,女装,10,31.43,314.3,澳洲,澳大利亚,新南威尔士州,澳大利亚 - 新南威尔士州,独立站,老客户,快速配送,已发货,0.2
808,2024-12-20,女装卫衣,女装,2,71.48,142.95,澳洲,新西兰,惠灵顿大区,新西兰 - 惠灵顿大区,Amazon,VIP客户,标准配送,已完成,0.32
